id,population_density
55088.0,7812.7
55089.0,7812.7
55090.0,7812.7
55091.0,7812.7
55092.0,7812.7
55093.0,7812.7
55094.0,7812.7
55096.0,7812.7
55097.0,7812.7
55098.0,7812.7
55099.0,7812.7
55100.0,7812.7
55101.0,7812.7
55102.0,7812.7
55103.0,7812.7
55104.0,7812.7
55105.0,7812.7
55107.0,7812.7
55108.0,7812.7
55109.0,7812.7
55110.0,7812.7
55111.0,7812.7
55112.0,7812.7
55113.0,7812.7
55114.0,7812.7
55115.0,7812.7
55117.0,7812.7
55118.0,7812.7
55119.0,15069.7
55120.0,7812.7
55121.0,7812.7
55122.0,7812.7
55123.0,15069.7
55124.0,15069.7
55125.0,15069.7
55127.0,7812.7
55128.0,7812.7
55129.0,7812.7
55130.0,7812.7
55131.0,7812.7
55132.0,7812.7
55133.0,7812.7
55135.0,15069.7
55136.0,15069.7
55137.0,15069.7
55138.0,15069.7
55139.0,15069.7
55141.0,15069.7
55143.0,15069.7
55144.0,15069.7
55145.0,15069.7
55147.0,15069.7
55148.0,15069.7
55149.0,15069.7
55150.0,7287.3
55151.0,7287.3
55152.0,7287.3
55153.0,7287.3
55154.0,7287.3
55155.0,7287.3
55156.0,15069.7
55157.0,15069.7
55160.0,7287.3
55161.0,6095.5
55162.0,6095.5
55163.0,15069.7
55164.0,6095.5
55165.0,6095.5
55167.0,6095.5
55168.0,6095.5
55169.0,6095.5
55170.0,6095.5
55171.0,6095.5
55172.0,6095.5
55173.0,6095.5
55174.0,6095.5
55175.0,6095.5
55176.0,6095.5
55177.0,6095.5
55178.0,6095.5
55179.0,6095.5
55180.0,6095.5
55182.0,6095.5
55183.0,6095.5
55184.0,7691.5
55185.0,7691.5
55186.0,7691.5
55187.0,7691.5
55188.0,7691.5
55189.0,7691.5
55190.0,7691.5
55191.0,7691.5
55193.0,7691.5
55194.0,7691.5
55195.0,7691.5
55196.0,7691.5
55197.0,7691.5
55198.0,7691.5
55199.0,7691.5
55200.0,7691.5
55201.0,7691.5
55202.0,7691.5
55203.0,7691.5
55204.0,6095.5
55205.0,6095.5
55206.0,6095.5
55207.0,6095.5
55208.0,6095.5
55209.0,6095.5
55210.0,6095.5
55211.0,6095.5
55212.0,6095.5
55213.0,6095.5
55215.0,6095.5
55217.0,6095.5
55222.0,6095.5
55223.0,6095.5
55224.0,6095.5
55225.0,6095.5
55226.0,6095.5
55227.0,6095.5
55228.0,6095.5
55229.0,6095.5
55230.0,6095.5
55231.0,6095.5
55232.0,6095.5
55233.0,6095.5
55234.0,6095.5
55235.0,6095.5
55237.0,6095.5
55238.0,6095.5
55239.0,6095.5
55240.0,6095.5
55241.0,6095.5
55242.0,6095.5
55243.0,6095.5
55245.0,7691.5
55246.0,7691.5
55247.0,7691.5
55248.0,7691.5
55249.0,7691.5
55250.0,6095.5
55251.0,6095.5
55252.0,6095.5
55253.0,7691.5
55254.0,15106.6
55255.0,15106.6
55256.0,15069.7
55257.0,15069.7
55258.0,15069.7
55259.0,15069.7
55260.0,15069.7
55261.0,6095.5
55262.0,15069.7
55263.0,7287.3
55264.0,15069.7
55265.0,7287.3
55266.0,7287.3
55267.0,7287.3
55268.0,7287.3
55269.0,6095.5
55270.0,7287.3
55271.0,6095.5
55272.0,7287.3
55273.0,7287.3
55274.0,7287.3
55276.0,6095.5
55277.0,7287.3
55279.0,7287.3
55280.0,7287.3
55281.0,7287.3
55282.0,7287.3
55283.0,7287.3
55284.0,7287.3
55285.0,7287.3
55286.0,7287.3
55287.0,7287.3
55288.0,7287.3
55289.0,7287.3
55290.0,7287.3
55291.0,7287.3
55292.0,7287.3
55293.0,7287.3
55295.0,6095.5
55296.0,6095.5
55297.0,6095.5
55298.0,6095.5
55300.0,6095.5
55301.0,6095.5
55302.0,6095.5
55303.0,6095.5
55304.0,6095.5
55305.0,6095.5
55306.0,6095.5
55307.0,6095.5
55308.0,6095.5
55309.0,6095.5
55310.0,6095.5
55311.0,6095.5
55312.0,6095.5
55313.0,15106.6
55314.0,6095.5
55315.0,15106.6
55316.0,6095.5
55317.0,6095.5
55318.0,6095.5
55319.0,15106.6
55320.0,15106.6
55321.0,6095.5
55322.0,6095.5
55323.0,6095.5
55324.0,15106.6
55325.0,6095.5
55326.0,6095.5
55327.0,15106.6
55328.0,15106.6
55329.0,15106.6
55330.0,15106.6
55332.0,15106.6
55334.0,15106.6
55335.0,15106.6
55336.0,15106.6
55337.0,15106.6
55339.0,15106.6
55340.0,15106.6
55341.0,15106.6
55343.0,15106.6
55344.0,15106.6
55345.0,15106.6
55346.0,15106.6
55349.0,15106.6
55350.0,15106.6
55351.0,15106.6
55353.0,15106.6
55354.0,15106.6
55355.0,15106.6
55356.0,15106.6
55357.0,15106.6
55358.0,15106.6
55359.0,15106.6
55360.0,15106.6
55361.0,15106.6
55362.0,15106.6
55363.0,15106.6
55364.0,15106.6
55366.0,15106.6
55367.0,15106.6
55368.0,15106.6
55369.0,15106.6
55370.0,15106.6
55371.0,15106.6
55372.0,15106.6
55373.0,15106.6
55374.0,15106.6
55375.0,15106.6
55376.0,15106.6
55377.0,13767.7
55378.0,15106.6
55379.0,15106.6
55380.0,15106.6
55381.0,15106.6
55382.0,13767.7
55383.0,13767.7
55384.0,13767.7
55385.0,13767.7
55386.0,10783.5
55387.0,13767.7
55388.0,13767.7
55389.0,13767.7
55390.0,13767.7
55392.0,15106.6
55393.0,15106.6
55394.0,15106.6
55395.0,15106.6
55396.0,15106.6
55397.0,15106.6
55398.0,13767.7
55399.0,13767.7
55401.0,13767.7
55402.0,13767.7
55403.0,13767.7
55404.0,13767.7
55405.0,13767.7
55406.0,13767.7
55407.0,13767.7
55408.0,13767.7
55409.0,13767.7
55410.0,13767.7
55411.0,13767.7
55412.0,13767.7
55413.0,7287.3
55414.0,7287.3
55415.0,7287.3
55416.0,7287.3
55417.0,7287.3
55418.0,7287.3
55420.0,7287.3
55422.0,7287.3
55423.0,7287.3
55424.0,7287.3
55425.0,7287.3
55426.0,7287.3
55427.0,10783.5
55428.0,7287.3
55429.0,7287.3
55431.0,10783.5
55432.0,10783.5
55433.0,10783.5
55434.0,7287.3
55435.0,7287.3
55436.0,7287.3
55437.0,7287.3
55438.0,7287.3
55439.0,7287.3
55440.0,7287.3
55442.0,9698.0
55443.0,9698.0
55444.0,10783.5
55445.0,10783.5
55446.0,10783.5
55447.0,9698.0
55448.0,9698.0
55449.0,9698.0
55450.0,10783.5
55451.0,10783.5
55452.0,9698.0
55453.0,10783.5
55454.0,10783.5
55456.0,10783.5
55457.0,10783.5
55458.0,7287.3
55459.0,10783.5
55461.0,10783.5
55462.0,10783.5
55464.0,10783.5
55465.0,10783.5
55466.0,10783.5
55467.0,13767.7
55468.0,10783.5
55469.0,13767.7
55470.0,10783.5
55471.0,10783.5
55472.0,10783.5
55473.0,10783.5
55474.0,10783.5
55475.0,10783.5
55476.0,10783.5
55477.0,13767.7
55478.0,13767.7
55479.0,13767.7
55480.0,13767.7
55481.0,13767.7
55482.0,13767.7
55483.0,13767.7
55484.0,13767.7
55485.0,10783.5
55486.0,13767.7
55487.0,13767.7
55488.0,13767.7
55489.0,13767.7
55490.0,10740.7
55491.0,10740.7
55492.0,13767.7
55493.0,10740.7
55494.0,10740.7
55495.0,10740.7
55496.0,10783.5
55497.0,10783.5
55498.0,10783.5
55499.0,10783.5
55500.0,10783.5
55501.0,10783.5
55502.0,10783.5
55504.0,10783.5
55505.0,10783.5
55506.0,10783.5
55507.0,10783.5
55508.0,10783.5
55509.0,10783.5
55510.0,10783.5
55511.0,10783.5
55512.0,10783.5
55513.0,10783.5
55514.0,9698.0
55515.0,10783.5
55516.0,10783.5
55517.0,10783.5
55518.0,10783.5
55519.0,10783.5
55520.0,10783.5
55521.0,10783.5
55522.0,10783.5
55523.0,10783.5
55524.0,10783.5
55525.0,10783.5
55526.0,10783.5
55527.0,10783.5
55528.0,10783.5
55529.0,10783.5
55530.0,10783.5
55531.0,10783.5
55532.0,10783.5
55533.0,10783.5
55534.0,10783.5
55535.0,10740.7
55536.0,10783.5
55537.0,10740.7
55538.0,10740.7
55540.0,10740.7
55541.0,10740.7
55542.0,9698.0
55543.0,9698.0
55544.0,9698.0
55545.0,9698.0
55546.0,9698.0
55547.0,9698.0
55548.0,9698.0
55549.0,9698.0
55550.0,9698.0
55551.0,9698.0
55552.0,9698.0
55553.0,9698.0
55554.0,9698.0
55555.0,9698.0
55556.0,9698.0
55557.0,9698.0
55558.0,9698.0
55559.0,9698.0
55560.0,9698.0
55561.0,9698.0
55562.0,9698.0
55563.0,9698.0
55564.0,9698.0
55565.0,9698.0
55567.0,9698.0
55568.0,9698.0
55569.0,9698.0
55570.0,9698.0
55571.0,9698.0
55572.0,9698.0
55573.0,9698.0
55574.0,10783.5
55575.0,10783.5
55576.0,10783.5
55577.0,9698.0
55578.0,10783.5
55579.0,9698.0
55580.0,9698.0
55581.0,9698.0
55582.0,9698.0
55583.0,9698.0
55584.0,9698.0
55585.0,10783.5
55586.0,9698.0
55587.0,10783.5
55588.0,10783.5
55589.0,10783.5
55590.0,10783.5
55591.0,9698.0
55592.0,9698.0
55593.0,9698.0
55594.0,9698.0
55595.0,9698.0
55597.0,9698.0
55598.0,9698.0
55599.0,9698.0
55600.0,9698.0
55601.0,9698.0
55602.0,9698.0
55603.0,9698.0
55604.0,9698.0
55605.0,9698.0
55606.0,9698.0
55607.0,9698.0
55609.0,9698.0
55611.0,9698.0
55612.0,9698.0
55613.0,10783.5
55614.0,10740.7
55617.0,10783.5
55618.0,10740.7
55619.0,10740.7
55620.0,10740.7
55621.0,10740.7
55622.0,10740.7
55623.0,10740.7
55624.0,10740.7
55625.0,10740.7
55626.0,10740.7
55627.0,10783.5
55628.0,10783.5
55629.0,9698.0
55630.0,9698.0
55631.0,9698.0
55632.0,10740.7
55633.0,10740.7
55634.0,10740.7
55635.0,10740.7
55636.0,10740.7
55637.0,9698.0
55638.0,9698.0
55639.0,9698.0
55640.0,9698.0
55641.0,9698.0
55642.0,9698.0
55644.0,9698.0
55645.0,9698.0
55646.0,9698.0
55647.0,9698.0
55648.0,9698.0
55649.0,9698.0
55650.0,9698.0
55651.0,9698.0
55652.0,9698.0
55653.0,9698.0
55654.0,9698.0
55656.0,9698.0
55657.0,9698.0
55658.0,9698.0
55659.0,9698.0
55660.0,9698.0
55661.0,9698.0
55662.0,9698.0
55663.0,9698.0
55664.0,9698.0
55665.0,9698.0
55666.0,9698.0
55667.0,9698.0
55668.0,9698.0
55669.0,9698.0
55670.0,9698.0
55671.0,9698.0
55672.0,9698.0
55673.0,9698.0
55674.0,9698.0
55675.0,9698.0
55676.0,9698.0
55677.0,9698.0
55679.0,9698.0
55693.0,33569.8
55694.0,31333.9
55695.0,33569.8
55696.0,33569.8
55697.0,33569.8
55698.0,33569.8
55701.0,33569.8
55702.0,33569.8
55703.0,33569.8
55704.0,33569.8
55705.0,33569.8
55706.0,33569.8
55707.0,33569.8
55708.0,33569.8
55709.0,33569.8
55711.0,33569.8
55712.0,33569.8
55714.0,33569.8
55715.0,33569.8
55716.0,33569.8
55717.0,33569.8
55719.0,33569.8
55720.0,33569.8
55722.0,33569.8
55723.0,33569.8
55724.0,31333.9
55725.0,33569.8
55727.0,33569.8
55728.0,33569.8
55729.0,33569.8
55730.0,31333.9
55731.0,31333.9
55732.0,31333.9
55733.0,31333.9
55734.0,31333.9
55736.0,33569.8
55737.0,33569.8
55738.0,33569.8
55739.0,33569.8
55740.0,33569.8
55741.0,33569.8
55742.0,33569.8
55743.0,33569.8
55744.0,33569.8
55745.0,33569.8
55746.0,33569.8
55747.0,33569.8
55748.0,33569.8
55749.0,33569.8
55750.0,33569.8
55751.0,33569.8
55752.0,33569.8
55753.0,33569.8
55754.0,33569.8
55755.0,33569.8
55756.0,33569.8
55757.0,33569.8
55758.0,31333.9
55759.0,33569.8
55760.0,33569.8
55761.0,31333.9
55762.0,31333.9
55763.0,31333.9
55765.0,31333.9
55766.0,31333.9
55767.0,31333.9
55768.0,31333.9
55769.0,31333.9
55770.0,31333.9
55771.0,31333.9
55772.0,31333.9
55773.0,31333.9
55774.0,31333.9
55775.0,33569.8
55776.0,33569.8
55777.0,33569.8
55778.0,33569.8
55779.0,33569.8
55780.0,33569.8
55781.0,31333.9
55782.0,33569.8
55783.0,33569.8
55784.0,33569.8
55785.0,33569.8
55786.0,33569.8
55787.0,33569.8
55788.0,33569.8
55789.0,33569.8
55790.0,33569.8
55792.0,27032.2
55793.0,27032.2
55794.0,27032.2
55795.0,27032.2
55796.0,27032.2
55797.0,27032.2
55798.0,27032.2
55799.0,27032.2
55800.0,27032.2
55801.0,27032.2
55802.0,27032.2
55803.0,27032.2
55804.0,27032.2
55805.0,27032.2
55806.0,40359.9
55807.0,40359.9
55809.0,40359.9
55810.0,40359.9
55811.0,40359.9
55812.0,40359.9
55813.0,40359.9
55814.0,40359.9
55815.0,40359.9
55816.0,40359.9
55817.0,40359.9
55818.0,27032.2
55819.0,27032.2
55820.0,27032.2
55821.0,27032.2
55822.0,27032.2
55824.0,40359.9
55825.0,27032.2
55826.0,40359.9
55827.0,40359.9
55829.0,40359.9
55830.0,40359.9
55831.0,40359.9
55832.0,40359.9
55833.0,31333.9
55834.0,31333.9
55836.0,31333.9
55838.0,31333.9
55839.0,31333.9
55840.0,40359.9
55841.0,31333.9
55842.0,31333.9
55843.0,40359.9
55844.0,31333.9
55845.0,31333.9
55846.0,31333.9
55847.0,31333.9
55848.0,31333.9
55849.0,31333.9
55850.0,40359.9
55851.0,40359.9
55852.0,40359.9
55853.0,31333.9
55854.0,40359.9
55855.0,31333.9
55856.0,31333.9
55857.0,31333.9
55858.0,31333.9
55859.0,31333.9
55860.0,31333.9
55861.0,31333.9
55862.0,31333.9
55863.0,31333.9
55864.0,31333.9
55865.0,31333.9
55866.0,31333.9
55867.0,31333.9
55868.0,31333.9
55869.0,31333.9
55870.0,31333.9
55871.0,31333.9
55872.0,31333.9
55873.0,31333.9
55874.0,31333.9
55875.0,31333.9
55877.0,31333.9
55878.0,31333.9
55879.0,31333.9
55880.0,31333.9
55881.0,31333.9
55882.0,31333.9
55883.0,31333.9
55884.0,31333.9
55885.0,31333.9
55886.0,31333.9
55888.0,31333.9
55889.0,33569.8
55890.0,31333.9
55891.0,31333.9
55892.0,31333.9
55893.0,31333.9
55894.0,31333.9
55895.0,31333.9
55896.0,31333.9
55897.0,31333.9
55898.0,31333.9
55899.0,31333.9
55900.0,31333.9
55901.0,31333.9
55902.0,31333.9
55903.0,56785.4
55904.0,31333.9
55905.0,31333.9
55906.0,56785.4
55907.0,31333.9
55908.0,31333.9
55909.0,31333.9
55910.0,31333.9
55911.0,31333.9
55912.0,31333.9
55913.0,31333.9
55914.0,66609.4
55915.0,66609.4
55916.0,66609.4
55917.0,66609.4
55918.0,66609.4
55919.0,66609.4
55920.0,40359.9
55921.0,40359.9
55922.0,40359.9
55923.0,40359.9
55924.0,40359.9
55925.0,40359.9
55926.0,40359.9
55927.0,40359.9
55928.0,40359.9
55929.0,40359.9
55930.0,50567.5
55931.0,40359.9
55932.0,40359.9
55933.0,40359.9
55934.0,40359.9
55935.0,40359.9
55936.0,40359.9
55937.0,40359.9
55938.0,40359.9
55939.0,40359.9
55940.0,40359.9
55941.0,50567.5
55942.0,50567.5
55943.0,31333.9
55944.0,31333.9
55945.0,66609.4
55946.0,66609.4
55947.0,50567.5
55948.0,66609.4
55949.0,50567.5
55950.0,50567.5
55951.0,50567.5
55952.0,50567.5
55953.0,66609.4
55954.0,66609.4
55955.0,66609.4
55956.0,66609.4
55957.0,66609.4
55958.0,66609.4
55959.0,66609.4
55960.0,66609.4
55961.0,50567.5
55962.0,50567.5
55963.0,50567.5
55964.0,50567.5
55965.0,50567.5
55966.0,50567.5
55967.0,50567.5
55968.0,66609.4
55969.0,50567.5
55970.0,66609.4
55971.0,66609.4
55972.0,66609.4
55973.0,66609.4
55974.0,66609.4
55975.0,50567.5
55976.0,66609.4
55977.0,27032.2
55978.0,27032.2
55979.0,27032.2
55980.0,27032.2
55981.0,27032.2
55982.0,27032.2
55983.0,27032.2
55984.0,27032.2
55985.0,27032.2
55986.0,27032.2
55987.0,27032.2
55988.0,27032.2
55989.0,27032.2
55990.0,27032.2
55991.0,27032.2
55992.0,27032.2
55993.0,27032.2
55994.0,27032.2
55995.0,27032.2
55996.0,31000.3
55997.0,27032.2
55998.0,36953.7
56000.0,27032.2
56003.0,27032.2
56004.0,27032.2
56005.0,27032.2
56006.0,27032.2
56007.0,27032.2
56008.0,27032.2
56009.0,27032.2
56010.0,27032.2
56011.0,27032.2
56012.0,27032.2
56013.0,27032.2
56014.0,27032.2
56015.0,27032.2
56016.0,27032.2
56017.0,27032.2
56018.0,36953.7
56019.0,36953.7
56020.0,40359.9
56021.0,36953.7
56022.0,36953.7
56023.0,36953.7
56024.0,36953.7
56025.0,36953.7
56026.0,36953.7
56027.0,36953.7
56028.0,36953.7
56029.0,36953.7
56030.0,36953.7
56031.0,36953.7
56032.0,36953.7
56033.0,36953.7
56034.0,36953.7
56035.0,36953.7
56036.0,36953.7
56037.0,36953.7
56038.0,31000.3
56039.0,31000.3
56040.0,31000.3
56041.0,27032.2
56042.0,36953.7
56043.0,31000.3
56044.0,36953.7
56045.0,31000.3
56046.0,31000.3
56048.0,31000.3
56049.0,31000.3
56050.0,31000.3
56051.0,31000.3
56052.0,31000.3
56053.0,31000.3
56054.0,31000.3
56055.0,31000.3
56056.0,31000.3
56057.0,31000.3
56058.0,31000.3
56059.0,31000.3
56061.0,31000.3
56062.0,31000.3
56063.0,31000.3
56064.0,31000.3
56065.0,31000.3
56066.0,31000.3
56067.0,31000.3
56068.0,31000.3
56069.0,31000.3
56072.0,31000.3
56073.0,31000.3
56077.0,31000.3
56079.0,31000.3
56080.0,31000.3
56081.0,31000.3
56086.0,31000.3
56087.0,31000.3
56088.0,31000.3
56089.0,31000.3
56090.0,31000.3
56091.0,31000.3
56092.0,31000.3
56093.0,31000.3
56095.0,31000.3
56097.0,31000.3
56098.0,31000.3
56099.0,31000.3
56100.0,31000.3
56102.0,36953.7
56103.0,36953.7
56104.0,36953.7
56105.0,36953.7
56107.0,36953.7
56108.0,36953.7
56109.0,36953.7
56110.0,31000.3
56111.0,31000.3
56113.0,31000.3
56115.0,31000.3
56116.0,31000.3
56118.0,31000.3
56119.0,31000.3
56120.0,31000.3
56121.0,31000.3
56123.0,36715.2
56124.0,36715.2
56125.0,31000.3
56126.0,36715.2
56127.0,31000.3
56128.0,36715.2
56129.0,36953.7
56130.0,40359.9
56131.0,40359.9
56132.0,36953.7
56133.0,36953.7
56134.0,36953.7
56135.0,36953.7
56136.0,50567.5
56137.0,36953.7
56138.0,36953.7
56139.0,50567.5
56140.0,50567.5
56141.0,50567.5
56142.0,50567.5
56143.0,36953.7
56144.0,36953.7
56145.0,36953.7
56146.0,50567.5
56147.0,50567.5
56148.0,50567.5
56149.0,36953.7
56150.0,50567.5
56151.0,36953.7
56152.0,36953.7
56153.0,47323.0
56154.0,47323.0
56155.0,50567.5
56156.0,50567.5
56157.0,50567.5
56158.0,50567.5
56159.0,50567.5
56160.0,50567.5
56161.0,50567.5
56162.0,50567.5
56163.0,50567.5
56164.0,47323.0
56165.0,47323.0
56166.0,47323.0
56167.0,47323.0
56168.0,47323.0
56169.0,47323.0
56170.0,47323.0
56171.0,47323.0
56172.0,47323.0
56173.0,47323.0
56174.0,47323.0
56175.0,50567.5
56176.0,47323.0
56177.0,50567.5
56178.0,50567.5
56179.0,50567.5
56180.0,47323.0
56181.0,47323.0
56182.0,47323.0
56183.0,47323.0
56184.0,36953.7
56185.0,36953.7
56186.0,36953.7
56187.0,36953.7
56188.0,36953.7
56190.0,36953.7
56191.0,36953.7
56192.0,36953.7
56194.0,36715.2
56195.0,36953.7
56196.0,36953.7
56197.0,36953.7
56198.0,36953.7
56200.0,36953.7
56201.0,47323.0
56203.0,47323.0
56204.0,47323.0
56206.0,47323.0
56207.0,47323.0
56208.0,47323.0
56210.0,36715.2
56211.0,36715.2
56212.0,36715.2
56213.0,36715.2
56214.0,47323.0
56215.0,36715.2
56216.0,47323.0
56217.0,47323.0
56218.0,47323.0
56219.0,47323.0
56220.0,36715.2
56221.0,47323.0
56222.0,47323.0
56223.0,47323.0
56224.0,47323.0
56225.0,47323.0
56226.0,47323.0
56227.0,47323.0
56228.0,47323.0
56229.0,47323.0
56230.0,47323.0
56232.0,47323.0
56233.0,47323.0
56234.0,47323.0
56236.0,47323.0
56237.0,47323.0
56238.0,47323.0
56239.0,47323.0
56240.0,47323.0
56241.0,47323.0
56242.0,47323.0
56243.0,47323.0
56244.0,47323.0
56245.0,47323.0
56246.0,47323.0
56247.0,47323.0
56248.0,47323.0
56249.0,47323.0
56250.0,40852.4
56251.0,40852.4
56252.0,40852.4
56253.0,40852.4
56254.0,31000.3
56255.0,31000.3
56256.0,31000.3
56257.0,31000.3
56258.0,31000.3
56259.0,31000.3
56260.0,31000.3
56261.0,31000.3
56262.0,31000.3
56264.0,31000.3
56265.0,31000.3
56266.0,31000.3
56267.0,31000.3
56269.0,31000.3
56272.0,31000.3
56273.0,31000.3
56274.0,31000.3
56275.0,31000.3
56276.0,31000.3
56277.0,31000.3
56278.0,31000.3
56279.0,31000.3
56280.0,31000.3
56281.0,31000.3
56282.0,36715.2
56283.0,36715.2
56284.0,36715.2
56285.0,36715.2
56286.0,36715.2
56287.0,31000.3
56288.0,31000.3
56289.0,31000.3
56290.0,31000.3
56291.0,31000.3
56292.0,31000.3
56293.0,31000.3
56294.0,31000.3
56295.0,31000.3
56296.0,31000.3
56297.0,36715.2
56299.0,31000.3
56300.0,31000.3
56302.0,31000.3
56304.0,31000.3
56305.0,31000.3
56308.0,31000.3
56309.0,31000.3
56310.0,31000.3
56312.0,31000.3
56313.0,31000.3
56314.0,31000.3
56315.0,36715.2
56316.0,31000.3
56317.0,31000.3
56320.0,31000.3
56322.0,31000.3
56323.0,11415.9
56324.0,31000.3
56325.0,31000.3
56326.0,31000.3
56327.0,11415.9
56328.0,11415.9
56329.0,36715.2
56330.0,36715.2
56331.0,36715.2
56332.0,36715.2
56333.0,36715.2
56334.0,36715.2
56335.0,40852.4
56336.0,36715.2
56337.0,40852.4
56338.0,36715.2
56340.0,36715.2
56343.0,36715.2
56345.0,36715.2
56346.0,36715.2
56347.0,36715.2
56348.0,36715.2
56349.0,36715.2
56350.0,36715.2
56351.0,36715.2
56352.0,36715.2
56353.0,36715.2
56354.0,36715.2
56355.0,36715.2
56356.0,36715.2
56357.0,36715.2
56358.0,36715.2
56359.0,36715.2
56360.0,36715.2
56361.0,36715.2
56362.0,36715.2
56365.0,36715.2
56367.0,36715.2
56368.0,36715.2
56371.0,40852.4
56372.0,40852.4
56373.0,40852.4
56374.0,40852.4
56375.0,40852.4
56376.0,40852.4
56377.0,40852.4
56378.0,40852.4
56379.0,40852.4
56380.0,40852.4
56381.0,40852.4
56382.0,40852.4
56383.0,40852.4
56384.0,40852.4
56385.0,40852.4
56386.0,40852.4
56387.0,40852.4
56388.0,40852.4
56389.0,40852.4
56390.0,40852.4
56391.0,40852.4
56392.0,40852.4
56393.0,36715.2
56394.0,40852.4
56396.0,40852.4
56397.0,36715.2
56398.0,40852.4
56400.0,40852.4
56404.0,40852.4
56407.0,40852.4
56410.0,40852.4
56411.0,40852.4
56412.0,40852.4
56413.0,40852.4
56414.0,40852.4
56415.0,40852.4
56416.0,40852.4
56417.0,40852.4
56418.0,40852.4
56419.0,40852.4
56420.0,40852.4
56421.0,40852.4
56422.0,40852.4
56423.0,40852.4
56425.0,40852.4
56426.0,40852.4
56427.0,36715.2
56428.0,36715.2
56429.0,36715.2
56430.0,36715.2
56431.0,36715.2
56432.0,11415.9
56433.0,11415.9
56434.0,11415.9
56435.0,11415.9
56436.0,36715.2
56437.0,40852.4
56438.0,36715.2
56439.0,40852.4
56440.0,11415.9
56441.0,40852.4
56443.0,40852.4
56444.0,40852.4
56445.0,40852.4
56446.0,40852.4
56447.0,40852.4
56448.0,11415.9
56449.0,40852.4
56450.0,40852.4
56451.0,40852.4
56452.0,40852.4
56453.0,40852.4
56454.0,40852.4
56455.0,11415.9
56456.0,11415.9
56457.0,11415.9
56458.0,11415.9
56460.0,11415.9
56461.0,11415.9
56462.0,11415.9
56463.0,11415.9
56464.0,11415.9
56465.0,40852.4
56466.0,11415.9
56467.0,40852.4
56468.0,40852.4
56469.0,35892.5
56470.0,11415.9
56471.0,40852.4
56472.0,11415.9
