zipcode,lat,lon
11740,40.865398,-73.361296
11741,40.794895000000004,-73.070328
11742,40.810067,-73.041404
11743,40.883410999999995,-73.423556
11746,40.814268,-73.362276
11747,40.788403,-73.40739599999999
11749,40.806740000000005,-73.17090300000001
11751,40.730486,-73.213924
11752,40.757114,-73.174012
11753,40.789713,-73.539899
11754,40.885566,-73.249901
11755,40.857817,-73.116844
11756,40.724512,-73.516326
11757,40.689009999999996,-73.373328
11758,40.668934,-73.458448
11762,40.682744,-73.446664
11763,40.826582,-72.98405
11764,40.938992999999996,-72.979047
11765,40.882186,-73.558941
11766,40.939219,-73.01866600000001
11767,40.842949,-73.145216
11768,40.923631,-73.339309
11769,40.734348,-73.125025
11770,40.645842,-73.156596
11771,40.872799,-73.52502
11772,40.76178,-72.98740699999999
11776,40.913615,-73.046398
11777,40.956068,-73.066659
11778,40.948046000000005,-72.937093
11779,40.812958,-73.11449
11780,40.909287,-73.174729
11782,40.738088,-73.08166999999999
11783,40.677611999999996,-73.490014
11784,40.868922999999995,-73.04121500000001
11786,40.950485,-72.886658
11787,40.852924,-73.21126
11788,40.818088,-73.21320899999999
11789,40.962028000000004,-72.971008
11790,40.905957,-73.127374
11791,40.828288,-73.505922
11792,40.954997,-72.825588
11793,40.651288,-73.514726
11794,40.91336,-73.124883
11795,40.709005,-73.296337
11796,40.731246,-73.099419
11797,40.820208,-73.47245
11798,40.752599,-73.378743
11801,40.762304,-73.524452
11803,40.7817,-73.473035
11804,40.759009999999996,-73.45738399999999
11901,40.926901,-72.643499
11930,40.989988000000004,-72.099587
11931,40.934273,-72.612403
11932,40.934313,-72.30661500000001
11933,40.942231,-72.765594
11934,40.798359000000005,-72.794297
11935,41.021223,-72.486958
11937,41.013013,-72.168912
11939,41.123115999999996,-72.31535
11940,40.813171000000004,-72.752002
11941,40.83016,-72.729761
11942,40.850303000000004,-72.581827
11944,41.10403,-72.37154100000001
11946,40.87027,-72.521704
11947,40.950659,-72.571053
11948,40.963640000000005,-72.553489
11949,40.866503,-72.804643
11950,40.808032,-72.84701
11951,40.763164,-72.830344
11952,41.001647999999996,-72.547599
11953,40.892505,-72.951172
11954,41.047565000000006,-71.946386
11955,40.809133,-72.816101
11956,40.969049,-72.462175
11957,41.192201000000004,-72.14896800000001
11958,41.039066999999996,-72.46441899999999
11959,40.822586,-72.601345
11960,40.810615000000006,-72.706062
11961,40.905139,-72.888349
11962,40.930895,-72.26871899999999
11963,40.993155,-72.319664
11964,41.055827,-72.319034
11965,41.096081,-72.2884
11967,40.794778,-72.875477
11968,40.905925,-72.415662
11970,40.938952,-72.577539
11971,41.064037,-72.430926
11972,40.847825,-72.702889
11973,40.867173,-72.88212299999999
11975,40.941107,-72.244466
11976,40.922393,-72.35070400000001
11977,40.827467,-72.678983
11978,40.826322999999995,-72.649008
11980,40.831296,-72.923154
12007,42.455665,-73.927143
12008,42.853488,-73.90653499999999
12009,42.697722999999996,-74.03535
12010,42.937632,-74.173325
12015,42.294057,-73.82511600000001
12017,42.32111,-73.455997
12018,42.628833,-73.520771
12019,42.934351,-73.88180799999999
12020,43.001589,-73.868123
12022,42.656951,-73.333851
12023,42.598558000000004,-74.183022
12024,42.476788,-73.533278
12025,43.083346,-74.138092
12027,42.935415,-73.907815
12028,42.934442,-73.442269
12029,42.41595,-73.424961
12031,42.766038,-74.451615
12032,43.124008,-74.52507
12033,42.543138,-73.705499
12035,42.730427,-74.35922099999999
12036,42.541514,-74.673053
12037,42.344725,-73.567126
12040,42.63735,-73.350721
12041,42.577943,-73.95266
12042,42.416517999999996,-73.93820600000001
12043,42.69397,-74.530506
12045,42.482555,-73.80053199999999
12046,42.507517,-73.92562099999999
12047,42.784054,-73.726219
12051,42.345521999999995,-73.842543
12052,42.75447,-73.478427
12053,42.757544,-74.190867
12054,42.608546999999994,-73.864416
12056,42.764784999999996,-74.09515
12057,42.968892,-73.346287
12058,42.34442,-73.917635
12059,42.619223,-74.06088100000001
12060,42.410631,-73.505286
12061,42.599312,-73.657175
12062,42.538976,-73.504976
12063,42.568163,-73.638051
12064,42.614166,-74.65571899999999
12065,42.852284000000004,-73.785597
12066,42.790105,-74.352762
12067,42.557460999999996,-73.920294
12068,42.956069,-74.401829
12069,42.946036,-74.279938
12070,42.986058,-74.263032
12071,42.552657,-74.422661
12072,42.884893,-74.356737
12074,43.054217,-74.030006
12075,42.299921999999995,-73.633627
12076,42.410272,-74.39573399999999
12077,42.588163,-73.777694
12078,43.134351,-74.339632
12083,42.424859000000005,-74.02650899999999
12084,42.704669,-73.899364
12085,42.703313,-73.963261
12086,43.009005,-74.086332
12087,42.43225,-73.892894
12089,42.867492999999996,-73.312753
12090,42.876802000000005,-73.351525
12092,42.696079,-74.378715
12093,42.497791,-74.628105
12094,42.899423,-73.49005799999999
12095,43.024817,-74.40381500000001
12106,42.389554,-73.710951
12108,43.573248,-74.451487
12110,42.750578000000004,-73.77611800000001
12115,42.477301000000004,-73.5767
12116,42.538795,-74.911164
12117,43.167142999999996,-74.261237
12118,42.909321000000006,-73.71308499999999
12120,42.449723999999996,-74.148844
12121,42.839897,-73.607392
12122,42.54202,-74.326145
12123,42.547343,-73.59830600000001
12124,42.453111,-73.79758100000001
12125,42.484747999999996,-73.39984399999999
12130,42.442223,-73.65938
12131,42.453371000000004,-74.463913
12132,42.470521000000005,-73.630031
12134,43.269201,-74.228185
12136,42.420119,-73.565108
12137,42.860334,-74.133072
12138,42.748836,-73.370379
12139,43.500221,-74.579544
12140,42.696684000000005,-73.540064
12143,42.489818,-73.855238
12144,42.627836,-73.717842
12147,42.518611,-74.15884
12148,42.827793,-73.848164
12149,42.616654,-74.563446
12150,42.880523,-74.052689
12151,42.922697,-73.787225
12153,42.629923,-73.473341
12154,42.937459999999994,-73.605775
12155,42.596357,-74.82765500000001
12156,42.483503999999996,-73.747254
12157,42.669798,-74.286077
12158,42.542158,-73.822091
12159,42.651428,-73.885894
12160,42.761621000000005,-74.383152
12161,42.534769,-73.854863
12164,43.578133,-74.359045
12165,42.306135999999995,-73.504114
12166,42.833587,-74.445509
12167,42.424942,-74.578036
12168,42.560862,-73.380714
12169,42.592887,-73.448036
12170,43.001956,-73.667271
12172,42.288764,-73.739212
12173,42.380013,-73.75966
12174,42.353449,-73.728436
12175,42.544369,-74.55622
12176,42.382017,-73.980862
12177,42.950952,-74.28726
12180,42.748588,-73.599536
12182,42.799699,-73.630864
12183,42.74787,-73.692595
12184,42.419893,-73.653359
12185,42.862521,-73.554112
12186,42.633164,-73.977188
12187,42.618840000000006,-74.463554
12188,42.821216,-73.695525
12189,42.736340999999996,-73.71752099999999
12190,43.475631,-74.28541
12192,42.409034999999996,-73.82767700000001
12193,42.52276,-74.04326800000001
12194,42.528462,-74.447631
12195,42.482789000000004,-73.475088
12196,42.631786,-73.613946
12197,42.609999,-74.724749
12198,42.672768,-73.633574
12202,42.635575,-73.759658
12203,42.681048,-73.84698
12204,42.691517,-73.73375
12205,42.718785,-73.82924
12206,42.674514,-73.782733
12207,42.658398,-73.745952
12208,42.653031,-73.809978
12209,42.638686,-73.79046899999999
12210,42.659502,-73.756237
12211,42.703095000000005,-73.763706
12222,42.685261,-73.82323000000001
12302,42.878182,-73.982505
12303,42.740387,-73.90539799999999
12304,42.77469,-73.898297
12305,42.811981,-73.950252
12306,42.805429,-74.044227
12307,42.804981,-73.932822
12308,42.82098,-73.91967
12309,42.79983,-73.864972
12401,41.987541,-74.010273
12404,41.818958,-74.236082
12405,42.317909,-74.085995
12406,42.079943,-74.52409300000001
12407,42.317638,-74.358152
12409,42.040569,-74.181139
12410,42.066096,-74.42473199999999
12411,41.876019,-74.044802
12412,42.012732,-74.279585
12413,42.313984000000005,-74.02216
12414,42.232019,-73.91386700000001
12416,42.10304,-74.281552
12417,41.906422,-73.990723
12418,42.358758,-74.16168
12419,41.860252,-74.102007
12420,41.672466,-74.37155899999999
12421,42.250044,-74.546139
12422,42.391829,-74.213288
12423,42.379218,-74.109746
12424,42.247617,-74.115847
12427,42.134238,-74.136736
12428,41.746858,-74.466143
12429,41.833329,-73.985378
12430,42.200758,-74.49916
12431,42.362023,-74.023533
12432,42.04442,-73.94453100000001
12433,42.000640999999995,-74.156576
12434,42.363640000000004,-74.502385
12435,41.7308,-74.51335999999999
12436,42.195759,-74.077821
12438,42.204899,-74.60100600000001
12439,42.277817,-74.21039
12440,41.781151,-74.172876
12441,42.134422,-74.509215
12442,42.182411,-74.22299100000001
12443,41.934991,-74.084925
12444,42.264233000000004,-74.29751999999999
12446,41.809559,-74.32644300000001
12448,42.086646,-74.16066
12449,41.992378,-73.993774
12450,42.133247,-74.244279
12451,42.304893,-73.948176
12452,42.252385,-74.364938
12453,42.093389,-73.93628100000001
12454,42.286970000000004,-74.14954200000001
12455,42.140733000000004,-74.65947800000001
12456,42.032705,-73.99713299999999
12457,42.044071,-74.252501
12458,41.822918,-74.43208
12459,42.240382000000004,-74.678893
12460,42.415615,-74.14759000000001
12461,41.904961,-74.26799799999999
12463,42.205517,-74.02042800000001
12464,42.023540000000004,-74.367292
12465,42.157153,-74.46001600000001
12466,41.904345,-73.979025
12468,42.300461999999996,-74.423763
12469,42.448595000000005,-74.24609699999999
12470,42.299624,-74.09338699999999
12471,41.843871,-74.041344
12472,41.84709,-74.079545
12473,42.258165999999996,-74.041007
12474,42.323807,-74.583034
12475,42.015237,-74.01543199999999
12477,42.092591,-73.98810999999999
12480,42.135382,-74.391275
12481,41.987348,-74.228435
12482,42.268143,-73.955446
12483,41.672377000000004,-74.421991
12484,41.861918,-74.176528
12485,42.205023,-74.144201
12486,41.832417,-74.06398399999999
12487,41.869399,-73.998805
12489,41.750485,-74.358293
12490,42.122854,-73.924476
12491,41.965192,-74.141459
12492,42.184926000000004,-74.335763
12493,41.785665,-73.974132
12494,41.956598,-74.29289399999999
12495,42.084922999999996,-74.24068
12496,42.337294,-74.269692
12498,42.045663,-74.10961800000001
12501,41.863095,-73.573627
12502,42.086568,-73.66472399999999
12503,42.035959000000005,-73.580146
12504,42.035298,-73.91314399999999
12507,42.009240999999996,-73.917141
12508,41.495996000000005,-73.953632
12512,41.548499,-73.968402
12513,42.219307,-73.720481
12514,41.877409,-73.764423
12515,41.684774,-74.06484
12516,42.106275,-73.563583
12517,42.114296,-73.50745400000001
12518,41.416157,-74.043064
12520,41.428017,-73.996195
12521,42.171335,-73.650487
12522,41.719978999999995,-73.598384
12523,42.086870000000005,-73.759509
12524,41.528785,-73.888317
12525,41.691564,-74.188272
12526,42.122234000000006,-73.858769
12527,41.519428000000005,-73.93566899999999
12528,41.722054,-74.00948199999999
12529,42.198626000000004,-73.542777
12530,42.207459,-73.687752
12531,41.540556,-73.67167099999999
12533,41.559771999999995,-73.787099
12534,42.217345,-73.752256
12538,41.792229999999996,-73.89376700000001
12540,41.671202,-73.724891
12542,41.613876,-74.01501400000001
12543,41.49552,-74.17310400000001
12545,41.782903999999995,-73.669402
12546,41.948,-73.523349
12547,41.660687,-73.98656700000001
12548,41.658064,-74.102416
12549,41.528031,-74.259365
12550,41.539574,-74.057223
12553,41.455714,-74.074901
12561,41.759307,-74.096058
12563,41.499189,-73.587226
12564,41.582614,-73.582577
12565,42.247128000000004,-73.647638
12566,41.633519,-74.319661
12567,41.986194,-73.642216
12569,41.734556,-73.792835
12570,41.626321000000004,-73.675662
12571,42.002775,-73.809608
12572,41.924884999999996,-73.863664
12574,41.917688,-73.945658
12575,41.466705,-74.178871
12577,41.424040000000005,-74.12214200000001
12578,41.80912,-73.795854
12580,41.863651000000004,-73.87153599999999
12581,41.901615,-73.700592
12582,41.544301000000004,-73.738452
12583,42.063367,-73.868652
12585,41.726403999999995,-73.69151
12586,41.562764,-74.170102
12589,41.623791,-74.158771
12590,41.592556,-73.886853
12592,41.802075,-73.578626
12594,41.684461,-73.557676
12601,41.701921,-73.911519
12603,41.675868,-73.86448399999999
12604,41.688259,-73.89217099999999
12701,41.650828999999995,-74.699907
12719,41.49825,-74.904285
12720,41.645848,-74.907849
12721,41.581723,-74.422422
12722,41.590634,-74.37430400000001
12723,41.7531,-74.98769399999999
12724,41.837621,-74.958711
12725,41.983183000000004,-74.570105
12726,41.708209000000004,-75.01720300000001
12729,41.475792,-74.623499
12732,41.551487,-74.874606
12733,41.724769,-74.617933
12734,41.734584999999996,-74.75046
12736,41.852843,-75.021754
12737,41.501481,-74.798632
12738,41.676246,-74.58621099999999
12740,41.938832,-74.434026
12741,41.839141,-75.077725
12742,41.724328,-74.723518
12743,41.548548,-74.831025
12745,41.783433,-75.024648
12746,41.442335,-74.656785
12747,41.750928,-74.692894
12748,41.774642,-74.922609
12749,41.695254,-74.841166
12750,41.727825,-74.96585400000001
12751,41.69573,-74.664485
12752,41.680039,-74.99419
12754,41.798195,-74.736889
12758,41.940283,-74.739118
12759,41.781729999999996,-74.65885300000001
12760,41.903929999999995,-75.107835
12762,41.64796,-74.792011
12763,41.676348,-74.522774
12764,41.591553000000005,-74.99555600000001
12765,41.852340999999996,-74.621165
12766,41.815208,-74.978854
12767,41.838093,-74.994415
12768,41.864443,-74.73002199999999
12769,41.657942,-74.467272
12770,41.449118,-74.843117
12771,41.37438,-74.624279
12775,41.613617,-74.59336
12776,41.963341,-74.957643
12777,41.561782,-74.70970799999999
12778,41.642678000000004,-74.81755
12779,41.702465999999994,-74.632195
12780,41.440142,-74.727343
12781,41.619673999999996,-74.466383
12783,41.738633,-74.833724
12784,41.669877,-74.63824
12785,41.532391,-74.561274
12786,41.638709999999996,-74.857609
12787,41.795394,-74.845029
12788,41.787539,-74.589314
12789,41.704524,-74.57095100000001
12790,41.592057000000004,-74.51741899999999
12791,41.817275,-74.89287
12792,41.51392,-74.95982
12801,43.31116,-73.645286
12803,43.290078,-73.629363
12804,43.340953999999996,-73.685911
12808,43.759987,-73.716438
12809,43.237078000000004,-73.45450600000001
12810,43.491968,-73.985941
12811,43.605457,-74.02833000000001
12812,43.875794,-74.389767
12814,43.631894,-73.632551
12815,43.695985,-73.66788100000001
12816,43.044236,-73.382032
12817,43.639585,-73.823628
12819,43.59087,-73.468547
12821,43.453564,-73.415995
12822,43.228584999999995,-73.922206
12823,43.179961,-73.40911700000001
12824,43.524756,-73.727177
12827,43.463898,-73.531366
12828,43.254993,-73.558355
12831,43.195329,-73.691811
12832,43.358467,-73.330271
12833,43.15,-73.840896
12834,43.094307,-73.50058299999999
12835,43.332745,-74.006336
12836,43.712353,-73.605587
12837,43.476445,-73.255601
12838,43.329063,-73.405066
12839,43.354486,-73.553953
12841,43.606007,-73.533013
12842,43.738345,-74.367058
12843,43.565104,-73.972748
12844,43.489396,-73.62119399999999
12845,43.424048,-73.71274
12846,43.345965,-73.78971999999999
12847,44.008384,-74.60923100000001
12849,43.449567,-73.29831999999999
12850,43.102616,-73.981441
12851,43.841891,-74.034467
12852,43.9358,-74.167514
12853,43.657554,-74.064187
12855,44.02701,-73.758053
12856,43.66594,-74.142961
12857,43.819563,-73.89062
12858,43.908933000000005,-73.67578
12859,43.171875,-73.920872
12860,43.755794,-73.842385
12861,43.746887,-73.417527
12862,43.685404999999996,-73.910321
12863,43.060363,-73.93190600000001
12864,43.727365,-74.305388
12865,43.214159,-73.347451
12866,43.073715,-73.740236
12870,43.830056,-73.761222
12871,43.088569,-73.612965
12872,43.874656,-73.734418
